StationID	StationNam	LatitudeDD	LongitudeD	Horizontal	StationDep	StationD_1	WaterbodyN	NEPName	TaxaName	Count	PctDensity
VHM-9	Vineyard Haven-Inner	41.45785	-70.6006	NA	NA	NA	Vineyard Haven-Inner	NA	taxon01	1	0.090909091
wqbslwq	Sage Lot Pond	41.5542	-70.5102	NA	NA	NA	Sage Lot Pond	NA	taxon01	1	0.166666667
Plymouth Harbor	Plymouth Harbor	41.96384722	-70.66830278	NA	3	m	Plymouth Harbor-Duxbury Bay	NA	taxon01	1	0.090909091
P3	Plymouth Harbor	41.96548333	-70.65106667	NA	3	m	Plymouth Harbor-Duxbury Bay	NA	taxon01	1	0.071428571
P3	Plymouth Harbor	41.96548333	-70.65106667	NA	3	m	Plymouth Harbor-Duxbury Bay	NA	taxon01	1	0.071428571
D3	Duxbury Harbor	42.0475	-70.64923333	NA	3	m	Plymouth Harbor-Duxbury Bay	NA	taxon01	1	0.066666667
P2	Plymouth Harbor	41.95416667	-70.64586667	NA	3	m	Plymouth Harbor-Duxbury Bay	NA	taxon01	1	0.066666667
D2	Duxbury Harbor	42.02928	-70.63995	NA	3	m	Plymouth Harbor-Duxbury Bay	NA	taxon01	1	0.071428571
EST-PR-18	NA	42.762473	-70.88417	NA	NA	m	Plum Island Sound	NA	taxon01	1	0.1
EST-PR-20 Mill	NA	42.754721	-70.875821	NA	NA	m	Plum Island Sound	NA	taxon01	1	0.125
EST-PR-24	NA	42.761772	-70.836756	NA	NA	m	Plum Island Sound	NA	taxon01	1	0.111111111
EST-SO-Nelson	NA	42.747161	-70.820087	NA	NA	m	Plum Island Sound	NA	taxon01	1	0.1
EST-SO-IBYC	NA	42.70978	-70.794837	NA	NA	m	Plum Island Sound	NA	taxon01	1	0.1
BH-138	Inner/Chelsea; Mid-inner harbor	42.3593189	-71.0456802	NA	9.736923077	m	Boston Harbor	NA	taxon01	1	0.090909091
BH-015	Inner/Chelsea; Upper inner harbor	42.383	-71.045167	NA	NA	m	Boston Harbor	NA	taxon01	1	0.090909091
BH-140	S. Dor Bay/Tenean; Neponset mouth	42.305833	-71.0405	NA	7.611267606	m	Boston Harbor	NA	taxon01	1	0.142857143
BH-038	N. Dor Bay/Carson; N. Dorchester Bay	42.321667	-71.021333	NA	3.843902439	m	Boston Harbor	NA	taxon01	1	0.083333333
BH-024	Inner/Chelsea; Inner harbor mouth	42.3443055	-71.0088489	NA	12.15131579	m	Boston Harbor	NA	taxon01	1	0.076923077
BH-044	North Dorchester Bay; N. Dorchester Bay	42.3335	-71.001167	NA	NA	m	Boston Harbor	NA	taxon01	1	0.090909091
BH-048	South Dorchester Bay; Moon Is.	42.3094877	-70.9898721	NA	NA	m	Boston Harbor	NA	taxon01	1	0.1
BH-130	Constitution/Winthrop; Winthrop Bay	42.363333	-70.987333	NA	6.690909091	m	Boston Harbor	NA	taxon01	1	0.1
BH-106	Outer Harbor; Outer Harbor	42.3325	-70.959	NA	10.3368932	m	Boston Harbor	NA	taxon01	1	0.083333333
BH-141	NA	42.305	-70.930833	NA	NA	m	Boston Harbor Estuary	NA	taxon01	1	0.083333333
BH-124	NA	42.272667	-70.897667	NA	NA	m	Boston Harbor Estuary	NA	taxon01	1	0.090909091
MA01-0072-A	NA	42.362	-71.029	NA	NA	m	Boston Harbor Estuary	NA	taxon01	1	0.1
MA01-0006-A	NA	42.597	-70.682	NA	NA	m	Gloucester Harbor Estuary	NA	taxon01	1	0.058823529
MA03-0145-A	NA	42.583	-70.666	NA	NA	m	Gloucester Harbor Estuary	NA	taxon01	1	0.076923077
MA00-0007-A	NA	42.59	-70.665	NA	NA	m	Gloucester Harbor Estuary	NA	taxon01	1	0.0625
MA06-0035-B	NA	42.038	-70.646	NA	NA	m	Plymouth Harbor-Duxbury Bay	NA	taxon01	1	0.058823529
MA06-0048-A	NA	41.954	-70.643	NA	NA	m	Plymouth Harbor-Duxbury Bay	NA	taxon01	1	0.066666667
MA04-0146-C	NA	42.683	-70.824	NA	NA	m	Plum Island Sound	NA	taxon01	1	0.0625
MA01-0002-A	NA	42.532	-70.852	NA	NA	m	Salem Sound Estuary	NA	taxon01	1	0.055555556
MA00-0003-A	NA	42.528	-70.815	NA	NA	m	Salem Sound Estuary	NA	taxon01	1	0.071428571
NCCA10-1023	Boston Inner Harbor	42.373167	-71.050362	NA	10.4	m	Boston Harbor	NA	taxon01	1	0.041666667
NCCA10-1026	Gloucester Harbor	42.597233	-70.667833	NA	9	m	Gloucester Harbor	NA	taxon01	1	0.076923077
NCCA10-1025	Kingston Bay	41.99165	-70.6585	NA	7.2	m	Plymouth Harbor-Duxbury Bay	NA	taxon01	1	0.066666667
5E	Salem Harbor E - Forest River; Salem Harbor	42.50285	-70.88042	NA	NA	m	Salem Sound	NA	taxon01	1	0.083333333
SAL2	Salem 2; Salem Sound/Harbor	42.51212966	-70.87504238	NA	NA	m	Salem Sound	NA	taxon01	1	0.071428571
2B	Salem Harbor B - East Moorings; Salem Harbor	42.51345	-70.87407	NA	NA	m	Salem Sound	NA	taxon01	1	0.1
1A	Salem Harbor A - Control; Salem Harbor	42.52168	-70.86582	NA	NA	m	Salem Sound	NA	taxon01	1	0.1
BEV	Beverly Harbor	42.54035	-70.8582	NA	NA	m	Salem Sound	NA	taxon01	1	0.0625
SS9	Salem Sound	42.5155	-70.87741667	NA	NA	m	Salem Sound	NA	taxon01	1	0.1
SS8	Salem Sound	42.51811667	-70.87373333	NA	NA	m	Salem Sound	NA	taxon01	1	0.071428571
SS11	Salem Sound	42.5252	-70.87291667	NA	NA	m	Salem Sound	NA	taxon01	1	0.058823529
SS3	Salem Sound	42.54111667	-70.81695	NA	NA	m	Salem Sound	NA	taxon01	1	0.076923077
GLWQ2	NA	42.60178	-70.67116	NA	NA	m	Gloucester Harbor Estuary	NA	taxon01	1	0.090909091
GLWQ1	NA	42.6089	-70.66983	NA	NA	m	Gloucester Harbor Estuary	NA	taxon01	1	0.166666667
AQUINNAH_WQX-MEN POND HC	Menemsha Pond Site # 44 - Herring Creek	41.3314197	-70.7833957	NA	NA	m	Menemsha Pond	NA	taxon01	1	0.066666667
AQUINNAH_WQX-MEN POND  # 43	Menemsha Pond Site # 43 - Middle of the Pond	41.3371349	-70.7734661	NA	NA	m	Menemsha Pond	NA	taxon01	1	0.066666667
AQUINNAH_WQX-MEN POND QD	Menemsha Pond Site # 47 - Quitsa Dock	41.327177	-70.7673986	NA	NA	m	Menemsha Pond	NA	taxon01	1	0.052631579
AQUINNAH-MEN PND WB	Menemsha Pond West Basic Dock	41.3500338	-70.7668222	NA	NA	m	Menemsha Pond	NA	taxon01	1	0.058823529
AQUINNAH_WQX-MEN POND TXCOD	Menemsha Pond Site # 45 - Texaco Dock located inside pond	41.3413929	-70.76484	NA	NA	m	Menemsha Pond	NA	taxon01	1	0.055555556
AR1A	Acushnet River	41.681882	-70.919008	NA	0.447142857	m	Acushnet River	NA	taxon01	1	0.1
AC1	Aucoot Cove Inner	41.6769	-70.765604	NA	0.746930693	m	Aucoot Cove	NA	taxon01	1	0.066666667
AC1A	Aucoot Cove Inner	41.677179	-70.762941	NA	0.843478261	m	Aucoot Cove	NA	taxon01	1	0.047619048
AC1A	Aucoot Cove Inner	41.677179	-70.762941	NA	0.843478261	m	Aucoot Cove	NA	taxon01	1	0.047619048
AC2	Aucoot Cove Inner	41.678153	-70.76225	NA	0.876538462	m	Aucoot Cove	NA	taxon01	1	0.05
AC3	Aucoot Cove Mid	41.678275	-70.756252	NA	2.227931035	m	Aucoot Cove	NA	taxon01	1	0.071428571
BB3	Buttermilk Bay	41.754256	-70.628691	NA	1.407666667	m	Buttermilk Bay	NA	taxon01	1	0.058823529
BB5	Buttermilk Bay	41.762982	-70.624804	NA	1.73125	m	Buttermilk Bay	NA	taxon01	1	0.047619048
CC1X	Clarks Cove Inner	41.611092	-70.929391	NA	2.173333333	m	Clarks Cove	NA	taxon01	1	0.05
CC1N	Clarks Cove Inner	41.610605	-70.928393	NA	2.733333333	m	Clarks Cove	NA	taxon01	1	0.058823529
CC3	Clarks Cove Outer	41.604389	-70.92215	NA	4.436153846	m	Clarks Cove	NA	taxon01	1	0.0625
CC4	Clarks Cove Outer	41.599181	-70.921089	NA	5.443939394	m	Clarks Cove	NA	taxon01	1	0.045454545
CC4	Clarks Cove Outer	41.599181	-70.921089	NA	5.443939394	m	Clarks Cove	NA	taxon01	1	0.045454545
CC2	Clarks Cove Inner	41.608496	-70.917891	NA	1.799622642	m	Clarks Cove	NA	taxon01	1	0.055555556
CI1	Cuttyhunk Pond	41.424552	-70.92869	NA	1.852	m	Cuttyhunk Pond	NA	taxon01	1	0.090909091
HH1	Hadley Harbor Inner	41.511429	-70.706413	NA	2.495564516	m	Hadley Harbor	NA	taxon01	1	0.045454545
HH1	Hadley Harbor Inner	41.511429	-70.706413	NA	2.495564516	m	Hadley Harbor	NA	taxon01	1	0.045454545
LT1N	Little Bay	41.632461	-70.863239	NA	1.140869565	m	Little Bay	NA	taxon01	1	0.045454545
MG3	Megansett Harbor Outer	41.650247	-70.635919	NA	2.106969697	m	Megansett Harbor	NA	taxon01	1	0.058823529
MG2	Megansett Harbor Inner	41.658968	-70.632234	NA	2.998571429	m	Megansett Harbor	NA	taxon01	1	0.076923077
MG1X	Megansett Harbor Inner	41.656435	-70.623837	NA	2.474659091	m	Megansett Harbor	NA	taxon01	1	0.090909091
MG1N	Megansett Harbor Inner	41.656801	-70.623834	NA	2.525	m	Megansett Harbor	NA	taxon01	1	0.071428571
MH3	Mattapoisett Harbor River Mouth	41.65174304	-70.8278581	NA	1.750684211	m	Mattapoisett Harbor	NA	taxon01	1	0.024390244
MH3	Mattapoisett Harbor River Mouth	41.651743	-70.827858	NA	1.750684211	m	Mattapoisett Harbor	NA	taxon01	1	0.024390244
MH3	Mattapoisett Harbor River Mouth	41.651743	-70.827858	NA	1.7507	m	Mattapoisett Harbor	NA	taxon01	1	0.024390244
MH4X	Mattapoisett Harbor Inner	41.652087	-70.822839	NA	0.915344828	m	Mattapoisett Harbor	NA	taxon01	1	0.071428571
MH4N	Mattapoisett Harbor Inner	41.651078	-70.82095	NA	3.188461539	m	Mattapoisett Harbor	NA	taxon01	1	0.0625
MH5	Mattapoisett Harbor Inner	41.649811	-70.810461	NA	4.955	m	Mattapoisett Harbor	NA	taxon01	1	0.071428571
OB3A	Onset Bay Inner	41.734777	-70.665905	NA	2.282857143	m	Onset Bay	NA	taxon01	1	0.052631579
OB3	Onset Bay Inner	41.734355	-70.664112	NA	2.647368421	m	Onset Bay	NA	taxon01	1	0.055555556
OB1	Onset Bay Inner	41.740892	-70.659368	NA	2.589722222	m	Onset Bay	NA	taxon01	1	0.071428571
OB1A	Onset Bay Inner	41.741118	-70.659031	NA	2.179	m	Onset Bay	NA	taxon01	1	0.0625
BD1	Broad-Muddy Cove	41.747914	-70.65591	NA	1.249393939	m	Onset Bay	NA	taxon01	1	0.05
ER1	Onset Bay East River	41.742743	-70.6539	NA	1.767301587	m	Onset Bay	NA	taxon01	1	0.045454545
OB7	Onset Bay Outer	41.732841	-70.653211	NA	2.805571429	m	Onset Bay	NA	taxon01	1	0.071428571
OB8	Onset Bay Outer	41.737248	-70.645568	NA	2.210526316	m	Onset Bay	NA	taxon01	1	0.071428571
OB10	Onset Bay Outer	41.731196	-70.641213	NA	2.658571429	m	Onset Bay	NA	taxon01	1	0.055555556
PH6	Phinneys Harbor Inner	41.722623	-70.625235	NA	3.707794118	m	Phinneys Harbor	NA	taxon01	1	0.083333333
PH5	Phinneys Harbor Inner	41.724194	-70.619632	NA	3.301612903	m	Phinneys Harbor	NA	taxon01	1	0.035714286
PH5	Phinneys Harbor Inner	41.724194	-70.619632	NA	3.301612903	m	Phinneys Harbor	NA	taxon01	1	0.035714286
PH2	Phinneys Harbor Inner	41.715023	-70.616737	NA	2.673684211	m	Phinneys Harbor	NA	taxon01	1	0.047619048
PH2	Phinneys Harbor Inner	41.715023	-70.616737	NA	2.673684211	m	Phinneys Harbor	NA	taxon01	1	0.047619048
PH3	Phinneys Harbor Inner	41.717597	-70.616595	NA	2.627575758	m	Phinneys Harbor	NA	taxon01	1	0.058823529
PC4	Pocasset Harbor Outer	41.680027	-70.64995	NA	3.021875	m	Pocasset/Red Brook Harbor	NA	taxon01	1	0.066666667
PC3	Pocasset Harbor Outer	41.683528	-70.642811	NA	2.861111111	m	Pocasset/Red Brook Harbor	NA	taxon01	1	0.058823529
PC6	Pocasset Harbor Inner	41.692509	-70.632202	NA	0.810833333	m	Pocasset/Red Brook Harbor	NA	taxon01	1	0.0625
PC5	Pocasset Harbor Inner	41.692905	-70.628629	NA	1.142380952	m	Pocasset/Red Brook Harbor	NA	taxon01	1	0.066666667
PC5	Pocasset Harbor Inner	41.692905	-70.628629	NA	1.142380952	m	Pocasset/Red Brook Harbor	NA	taxon01	1	0.066666667
RB3	Red Brook Harbor Outer	41.674757	-70.627456	NA	2.2762	m	Pocasset/Red Brook Harbor	NA	taxon01	1	0.090909091
PC1	Pocasset Harbor Inner	41.691059	-70.627264	NA	1.731226415	m	Pocasset/Red Brook Harbor	NA	taxon01	1	0.041666667
PC1	Pocasset Harbor Inner	41.691059	-70.627264	NA	1.731226415	m	Pocasset/Red Brook Harbor	NA	taxon01	1	0.041666667
QH3	Quissett Harbor Outer	41.537467	-70.664029	NA	2.58972973	m	Quissett Harbor	NA	taxon01	1	0.052631579
QH1	Quissett Harbor Outer	41.53866	-70.656728	NA	1.653222222	m	Quissett Harbor	NA	taxon01	1	0.038461538
QH1	Quissett Harbor Outer	41.53866	-70.656728	NA	1.653222222	m	Quissett Harbor	NA	taxon01	1	0.038461538
SH1	Sippican Harbor Inner	41.714032	-70.76535	NA	2.04969697	m	Sippican Harbor	NA	taxon01	1	0.055555556
SH3A	Sippican Harbor Outer	41.697812	-70.754467	NA	3.373606557	m	Sippican Harbor	NA	taxon01	1	0.052631579
SH3N	Sippican Harbor Outer	41.689943	-70.7475	NA	3.704285714	m	Sippican Harbor	NA	taxon01	1	0.076923077
WCM1	Wings Cove Inner	41.706266	-70.730453	NA	0.387857143	m	Wings Cove	NA	taxon01	1	0.043478261
N3	Westport River East Upper	41.580228	-71.073019	NA	0.912692308	m	Westport River-East	NA	taxon01	1	0.058823529
109E	Westport River East Outer	41.516021	-71.070645	NA	2.70625	m	Westport River-East	NA	taxon01	1	0.066666667
N2	Westport River East Upper	41.58545	-71.068722	NA	1.015652174	m	Westport River-East	NA	taxon01	1	0.083333333
107E	Westport River East Outer	41.523097	-71.065944	NA	0.863235294	m	Westport River-East	NA	taxon01	1	0.052631579
104E	Westport River East Inner	41.559371	-71.063961	NA	1.013857143	m	Westport River-East	NA	taxon01	1	0.0625
E33	Westport River East Inner	41.543339	-71.061719	NA	2.998823529	m	Westport River-East	NA	taxon01	1	0.05
101E	Westport River East Upper	41.620872	-71.059804	NA	0.665675676	m	Westport River-East	NA	taxon01	1	0.071428571
N0	Westport River East Upper	41.620433	-71.059651	NA	0.463157895	m	Westport River-East	NA	taxon01	1	0.066666667
E41	Westport River East Outer	41.535139	-71.055789	NA	3.023529412	m	Westport River-East	NA	taxon01	1	0.142857143
WF5N	West Falmouth Harbor Chappaquoit	41.599457	-70.645197	NA	1.515416667	m	West Falmouth Harbor	NA	taxon01	1	0.028571429
WF6	West Falmouth Harbor Outer	41.606217	-70.643328	NA	2.129230769	m	West Falmouth Harbor	NA	taxon01	1	0.033333333
WF4X	West Falmouth Harbor Chappaquoit	41.598398	-70.64267	NA	1.369252033	m	West Falmouth Harbor	NA	taxon01	1	0.035714286
WF4X	West Falmouth Harbor Chappaquoit	41.598398	-70.64267	NA	1.369252033	m	West Falmouth Harbor	NA	taxon01	1	0.035714286
WF11	West Falmouth Snug Harbor	41.607151	-70.638482	NA	1.406153846	m	West Falmouth Harbor	NA	taxon01	1	0.025641026
WF11	West Falmouth Snug Harbor	41.607151	-70.638482	NA	1.406153846	m	West Falmouth Harbor	NA	taxon01	1	0.025641026
WF2	West Falmouth Snug Harbor	41.608661	-70.63719	NA	1.207058824	m	West Falmouth Harbor	NA	taxon01	1	0.026315789
WW2	Weweantic River Inner	41.74476	-70.748034	NA	1.316369863	m	Weweantic River	NA	taxon01	1	0.0625
WW6	Weweantic River Inner	41.749216	-70.745789	NA	0.86483871	m	Weweantic River	NA	taxon01	1	0.047619048
WW6	Weweantic River Inner	41.749216	-70.745789	NA	0.86483871	m	Weweantic River	NA	taxon01	1	0.047619048
WW1X	Weweantic River Inner	41.738726	-70.745242	NA	1.295833333	m	Weweantic River	NA	taxon01	1	0.076923077
WW4	Weweantic River Outer	41.732204	-70.744372	NA	1.803589744	m	Weweantic River	NA	taxon01	1	0.043478261
WW4A	Weweantic River Outer	41.731919	-70.736873	NA	2.162121212	m	Weweantic River	NA	taxon01	1	0.058823529
W12	Westport River West Outer	41.530439	-71.100328	NA	3.126111111	m	Westport River-West	NA	taxon01	1	0.0625
W9	Westport River West Outer	41.5223	-71.096908	NA	2.773478261	m	Westport River-West	NA	taxon01	1	0.066666667
W6	Westport River West Outer	41.518558	-71.0932	NA	3.471428571	m	Westport River-West	NA	taxon01	1	0.066666667
WF9	West Falmouth Harbor Outer	41.606047	-70.651667	NA	2.303846154	m	West Falmouth Harbor	NA	taxon01	1	0.037037037
WF5N	West Falmouth Harbor Chappaquoit	41.599457	-70.645197	NA	1.465833333	m	West Falmouth Harbor	NA	taxon01	1	0.028571429
WF5N	West Falmouth Harbor Chappaquoit	41.599457	-70.645197	NA	1.465833333	m	West Falmouth Harbor	NA	taxon01	1	0.028571429
WF6	West Falmouth Harbor Outer	41.606217	-70.643328	NA	2.161666667	m	West Falmouth Harbor	NA	taxon01	1	0.033333333
WF4N	West Falmouth Harbor Head	41.596107	-70.6413	NA	2.507222222	m	West Falmouth Harbor	NA	taxon01	1	0.045454545
WF1N	West Falmouth Harbor Inner	41.604066	-70.63942	NA	2.012090909	m	West Falmouth Harbor	NA	taxon01	1	0.026315789
WF1N	West Falmouth Harbor Inner	41.604066	-70.63942	NA	2.012090909	m	West Falmouth Harbor	NA	taxon01	1	0.026315789
WF11	West Falmouth Snug Harbor	41.607151	-70.638482	NA	1.422142857	m	West Falmouth Harbor	NA	taxon01	1	0.025641026
WF11	West Falmouth Snug Harbor	41.607151	-70.638482	NA	1.422142857	m	West Falmouth Harbor	NA	taxon01	1	0.025641026
WF2	West Falmouth Snug Harbor	41.608661	-70.63719	NA	1.414645161	m	West Falmouth Harbor	NA	taxon01	1	0.026315789
FHx	Falmouth Inner Harbor	41.549092	-70.60233056	NA	NA	m	Falmouth Inner Harbor	NA	taxon01	1	0.125
JHP	Jehu Pond	41.565519	-70.495181	NA	NA	m	Jehu Pond	NA	taxon01	1	0.111111111
BHY-3	Lewis Bay	41.63801767	-70.24511213	NA	NA	m	Lewis Bay	NA	taxon01	1	0.2
TSH2	Tashmoo Pond-2	41.456333	-70.623767	NA	NA	m	Lake Tashmoo	NA	taxon01	1	0.2
NH-2	Nantucket Harbor_2	41.28243333	-70.09188333	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.076923077
NH-3	Nantucket Harbor_3	41.32948333	-70.01891667	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.083333333
NBH-138	Upper Harbor	41.66128	-70.92054	NA	NA	m	Acushnet River	NA	taxon01	1	0.066666667
NBH-204	Lower Harbor	41.65263	-70.91923	NA	NA	m	Acushnet River	NA	taxon01	1	0.052631579
NBH-139	Upper Harbor	41.66127	-70.91843	NA	NA	m	Acushnet River	NA	taxon01	1	0.090909091
NBH-120	Upper Harbor	41.66951	-70.91835	NA	NA	m	Acushnet River	NA	taxon01	1	0.071428571
NBH-154	Upper Harbor	41.65714	-70.91741	NA	NA	m	Acushnet River	NA	taxon01	1	0.055555556
NBH-146	Upper Harbor	41.65989	-70.91738	NA	NA	m	Acushnet River	NA	taxon01	1	0.052631579
NBH-134	Upper Harbor	41.66263	-70.91736	NA	NA	m	Acushnet River	NA	taxon01	1	0.071428571
NBH-235	Lower Harbor	41.63349	-70.9173	NA	NA	m	Acushnet River	NA	taxon01	1	0.045454545
NBH-225	Lower Harbor	41.63896	-70.91725	NA	NA	m	Acushnet River	NA	taxon01	1	0.076923077
NBH-216	Lower Harbor	41.64442	-70.9172	NA	NA	m	Acushnet River	NA	taxon01	1	0.071428571
NBH-126	Upper Harbor	41.66675	-70.91626	NA	NA	m	Acushnet River	NA	taxon01	1	0.058823529
NBH-121	Upper Harbor	41.6695	-70.91624	NA	NA	m	Acushnet River	NA	taxon01	1	0.071428571
NBH-114	Upper Harbor	41.67224	-70.91621	NA	NA	m	Acushnet River	NA	taxon01	1	0.1
NBH-155	Upper Harbor	41.65713	-70.91529	NA	NA	m	Acushnet River	NA	taxon01	1	0.0625
NBH-240	Lower Harbor	41.63075	-70.91522	NA	NA	m	Acushnet River	NA	taxon01	1	0.0625
NBH-111	Upper Harbor	41.67361	-70.91514	NA	NA	m	Acushnet River	NA	taxon01	1	0.0625
NBH-152	Upper Harbor	41.6585	-70.91422	NA	NA	m	Acushnet River	NA	taxon01	1	0.055555556
NBH-115	Upper Harbor	41.67223	-70.9141	NA	NA	m	Acushnet River	NA	taxon01	1	0.071428571
NBH-109	Upper Harbor	41.67498	-70.91407	NA	NA	m	Acushnet River	NA	taxon01	1	0.058823529
NBH-236	Lower Harbor	41.63347	-70.91309	NA	NA	m	Acushnet River	NA	taxon01	1	0.055555556
NBH-249	Lower Harbor	41.62526	-70.91106	NA	NA	m	Acushnet River	NA	taxon01	1	0.05
NBH-241	Lower Harbor	41.63072	-70.91101	NA	NA	m	Acushnet River	NA	taxon01	1	0.066666667
NBH-222	Lower Harbor	41.64166	-70.91091	NA	NA	m	Acushnet River	NA	taxon01	1	0.0625
NBH-250	Lower Harbor	41.62524	-70.90686	NA	NA	m	Acushnet River	NA	taxon01	1	0.083333333
NBH-242	Lower Harbor	41.6307	-70.90681	NA	NA	m	Acushnet River	NA	taxon01	1	0.066666667
MA03-0051-B	Katama Bay	41.3602	-70.5016	NA	2.8	m	Katama Bay	NA	taxon01	1	0.047619048
MA01-0060-A	Lewis Bay	41.6412	-70.2745	NA	2.5	m	Lewis Bay	NA	taxon01	1	0.0625
MA01-0050-A	Menemsha Pond	41.339	-70.773	NA	1.4	m	Menemsha Pond	NA	taxon01	1	0.066666667
MA03-0100-A	Menemsha Pond	41.331	-70.769	NA	2	m	Menemsha Pond	NA	taxon01	1	0.052631579
MA04-0104-B	Menemsha Pond	41.3515	-70.7665	NA	2.1	m	Menemsha Pond	NA	taxon01	1	0.0625
MA00-0053-A	Nantucket Harbor	41.3331	-70.0277	NA	2.3	m	Nantucket Harbor	NA	taxon01	1	0.083333333
MA01-0054-A	Nantucket Harbor	41.3265	-70.0031	NA	1.8	m	Nantucket Harbor	NA	taxon01	1	0.066666667
MA06-0028-A	Buzzards Bay	41.678	-70.73	NA	5.4	m	Sippican Harbor	NA	taxon01	1	0.0625
MA06-0026-A	Stage Harbor	41.679	-69.968	NA	3.2	m	Stage Harbor	NA	taxon01	1	0.0625
MA04-0110-A	Vineyard Haven-Inner	41.459	-70.623	NA	1.8	m	Vineyard Haven-Inner	NA	taxon01	1	0.066666667
MA01-0056-A	Vineyard Haven-Inner	41.449	-70.591	NA	4.8	m	Vineyard Haven-Inner	NA	taxon01	1	0.076923077
BU01-0016-C	Buzzards Bay	41.5566	-71.0674	NA	1.9	m	Westport River-East	NA	taxon01	1	0.083333333
MA04-0107-A	Westport River-East	41.546	-71.062	NA	1.2	m	Westport River-East	NA	taxon01	1	0.0625
MA00-0039-A	Westport River-East	41.551	-71.061	NA	1.5	m	Westport River-East	NA	taxon01	1	0.0625
NCCA10-1008	Westport River	41.60472	-71.06257	NA	0.2	m	Westport River-East	NA	taxon01	1	0.052631579
MH2-N	Jackson's Pt.	41.27797941	-70.20011129	NA	NA	m	Madaket Harbor	NA	taxon01	1	0.090909091
MH1-N	Hither Creek	41.27634838	-70.19587674	NA	NA	m	Madaket Harbor	NA	taxon01	1	0.125
MH1-N	Hither Creek	41.27634838	-70.19587674	NA	NA	m	Madaket Harbor	NA	taxon01	1	0.125
NAN7	Nantucket Harbor	41.2872638	-70.09391429	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.058823529
NAN1	Mooring Field-Nantucket Harbor	41.28573659	-70.08636174	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.058823529
NAN2	Quaise Basin-Nantucket Harbor	41.30871986	-70.04129321	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.058823529
NAN2	Quaise Basin-Nantucket Harbor	41.30871986	-70.04129321	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.058823529
NAN5	Polpis West-Nantucket Harbor	41.299714	-70.02389107	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.0625
NAN5	Polpis West-Nantucket Harbor	41.299714	-70.02389107	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.0625
NAN6	Polpis East-Nantucket Harbor	41.30469504	-70.01459141	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.055555556
NAN6	Polpis East-Nantucket Harbor	41.30469504	-70.01459141	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.055555556
NAN3	Head of Harbor-Nantucket Harbor	41.33386339	-70.01439127	NA	NA	m	Nantucket Harbor	NA	taxon01	1	0.0625
ACM-4	Acushnet River	41.63933	-70.92115	NA	NA	m	Acushnet River	NA	taxon01	1	0.083333333
ACM-6	Acushnet River	41.64485	-70.92058	NA	NA	m	Acushnet River	NA	taxon01	1	0.076923077
ACM-8	Acushnet River	41.65565	-70.91662	NA	NA	m	Acushnet River	NA	taxon01	1	0.090909091
ACM-2	Acushnet River	41.62858	-70.91308	NA	NA	m	Acushnet River	NA	taxon01	1	0.083333333
ACM-5	Acushnet River	41.6429	-70.91217	NA	NA	m	Acushnet River	NA	taxon01	1	0.111111111
ACM-10	Acushnet River	41.62508	-70.90802	NA	NA	m	Acushnet River	NA	taxon01	1	0.1
ACM-3	Acushnet River	41.63005	-70.90768	NA	NA	m	Acushnet River	NA	taxon01	1	0.071428571
CCM-6	Clarks Cove	41.60412	-70.92788	NA	NA	m	Clarks Cove	NA	taxon01	1	0.142857143
CCM-4	Clarks Cove	41.59842	-70.92782	NA	NA	m	Clarks Cove	NA	taxon01	1	0.090909091
CCM-9	Clarks Cove	41.60738	-70.9238	NA	NA	m	Clarks Cove	NA	taxon01	1	0.1
CCM-10	Clarks Cove	41.61035	-70.92007	NA	NA	m	Clarks Cove	NA	taxon01	1	0.1
CCM-8	Clarks Cove	41.60245	-70.91587	NA	NA	m	Clarks Cove	NA	taxon01	1	0.142857143
CCM-3	Clarks Cove	41.59458	-70.91183	NA	NA	m	Clarks Cove	NA	taxon01	1	0.125
CPM-9	Cuttyhunk Pond	41.42718	-70.92673	NA	NA	m	Cuttyhunk Pond	NA	taxon01	1	0.090909091
CPM-6	Cuttyhunk Pond	41.42657	-70.92617	NA	NA	m	Cuttyhunk Pond	NA	taxon01	1	0.083333333
CPM-7	Cuttyhunk Pond	41.42645	-70.92562	NA	NA	m	Cuttyhunk Pond	NA	taxon01	1	0.111111111
CPM-10	Cuttyhunk Pond	41.42675	-70.9238	NA	NA	m	Cuttyhunk Pond	NA	taxon01	1	0.076923077
CPM-8	Cuttyhunk Pond	41.4256	-70.92337	NA	NA	m	Cuttyhunk Pond	NA	taxon01	1	0.142857143
CPM-5	Cuttyhunk Pond	41.42473	-70.92238	NA	NA	m	Cuttyhunk Pond	NA	taxon01	1	0.090909091
FHM-1	Falmouth Inner Harbor	41.54372	-70.60632	NA	NA	m	Falmouth Inner Harbor	NA	taxon01	1	0.076923077
